Date,A,AAL,AAP,AAPL,ABBV,ABC,ADBE,ADM,ADP,ADS,ADSK,AES,AFL,AGN,AIG,AIV,AIZ,AJG,AKAM,ALB,ALGN,ALK,ALL,ALXN,AMD,AMG,AMGN,AMT,AMZN,ANDV,ANSS,ANTM,AON,AOS,APA,APC,APD,APTV,ARNC,ATVI,AVGO,AVY,AWK,AXP,AYI,AZO,BA,BAC,BBT,BBY,BEN,BHGE,BIIB,BLL,BMY,BSX,BWA,BXP,C,CAG,CAH,CAT,CBOE,CBS,CCI,CCL,CDNS,CELG,CERN,CF,CHD,CHRW,CHTR,CI,CLX,CMA,CME,CMG,CMI,CMS,CNC,CNP,COG,COO,COP,COTY,CPB,CRM,CSCO,CSX,CTL,CTSH,CTXS,CVS,CXO,DAL,DE,DFS,DG,DGX,DHI,DISH,DLR,DLTR,DRI,DUK,DVA,DVN,DWDP,DXC,EA,ECL,EFX,EIX,EL,EMN,EOG,EQIX,EQT,ESRX,ESS,ETFC,ETR,EVHC,EW,EXC,EXPE,EXR,F,FAST,FB,FBHS,FCX,FE,FFIV,FIS,FITB,FL,FLIR,FLR,FLS,FMC,FOX,FTI,GE,GGP,GILD,GIS,GM,GOOG,GOOGL,GPN,GPS,GRMN,GS,GT,GWW,HAL,HAS,HBAN,HBI,HCA,HCP,HD,HES,HIG,HII,HLT,HOG,HOLX,HP,HPE,HPQ,HRB,HRL,HRS,HSY,HUM,ICE,IDXX,ILMN,INCY,INFO,INTC,IP,IPG,IPGP,IR,IRM,ISRG,IVZ,JBHT,JCI,JEC,JNJ,JNPR,JPM,JWN,KEY,KIM,KLAC,KMB,KMI,KMX,KORS,KR,KSS,KSU,LB,LEG,LEN,LKQ,LNC,LOW,LRCX,LUK,LUV,LYB,M,MA,MAA,MAC,MAR,MAS,MAT,MCD,MCK,MCO,MDLZ,MGM,MKC,MLM,MNST,MO,MON,MOS,MPC,MRK,MRO,MS,MSFT,MSI,MTD,MU,MYL,NAVI,NBL,NCLH,NDAQ,NEE,NEM,NFLX,NFX,NI,NKE,NKTR,NOV,NRG,NTAP,NUE,NVDA,NWL,NWS,NWSA,O,OKE,OMC,ORCL,ORLY,PBCT,PCG,PEG,PFG,PGR,PHM,PKG,PKI,PLD,PM,PNC,PNR,PRGO,PRU,PSA,PSX,PVH,PWR,PXD,QCOM,QRVO,RCL,RE,REG,REGN,RF,RHI,RHT,RJF,RL,RMD,ROK,ROST,RRC,RSG,RTN,SBAC,SCG,SCHW,SEE,SHW,SIVB,SJM,SO,SPGI,SRCL,STT,STX,STZ,SWK,SWKS,SYMC,SYY,T,TAP,TDG,TGT,TIF,TJX,TPR,TRIP,TRV,TSCO,TSN,TTWO,TWX,TXN,TXT,UA,UAL,UDR,UHS,ULTA,URI,USB,V,VFC,VLO,VMC,VRSK,VRSN,VRTX,VTR,VZ,WAT,WBA,WDC,WEC,WFC,WHR,WM,WMB,WMT,WU,WYN,WYNN,XEC,XRX,ZBH,ZION
2008-01-28,,,,,,,,0.04999999999792478,,0.049999999998481495,,,,,,-0.04999999999227845,,,,,-0.0499999999996842,-0.049999999999426836,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.049999999999816074,,,,,,0.049999999995257095,,,,,,,,,,,,,,,,,0.04999999998040449,,,0.049999999996808056,,,,,,,,,,,,,,,,,,,,,0.049999999997080824,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04999999999982612,,,,,,,,,,,0.04999999997387496,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04999999999976575,,,,,0.04999999999903686,,,-0.04999999998581636,,,,,,,,0.0499999999997028,,,,,,,,,,,,,,,,,,,,,,,,,0.04999999998147758,,,,,,,-0.04999999999848268,,,,,,,,,,,,,,,,,,0.04999999999972257,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04999999999818336,,,,,,,,,,,,,,,,,
2008-01-29,,,,,,,,0.04999999999792478,,0.049999999998481495,,,,,,-0.04999999999227845,,,,,-0.0499999999996842,-0.049999999999426836,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.049999999999816074,,,,,,0.049999999995257095,,,,,,,,,,,,,,,,,0.04999999998040449,,,0.049999999996808056,,,,,,,,,,,,,,,,,,,,,0.049999999997080824,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04999999999982612,,,,,,,,,,,0.04999999997387496,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04999999999976575,,,,,0.04999999999903686,,,-0.04999999998581636,,,,,,,,0.0499999999997028,,,,,,,,,,,,,,,,,,,,,,,,,0.04999999998147758,,,,,,,-0.04999999999848268,,,,,,,,,,,,,,,,,,0.04999999999972257,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04999999999818336,,,,,,,,,,,,,,,,,
2008-01-30,,,,,,,,0.04999999999792478,,0.049999999998481495,,,,,,-0.04999999999227845,,,,,-0.0499999999996842,-0.049999999999426836,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.049999999999816074,,,,,,0.049999999995257095,,,,,,,,,,,,,,,,,0.04999999998040449,,,0.049999999996808056,,,,,,,,,,,,,,,,,,,,,0.049999999997080824,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04999999999982612,,,,,,,,,,,0.04999999997387496,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04999999999976575,,,,,0.04999999999903686,,,-0.04999999998581636,,,,,,,,0.0499999999997028,,,,,,,,,,,,,,,,,,,,,,,,,0.04999999998147758,,,,,,,-0.04999999999848268,,,,,,,,,,,,,,,,,,0.04999999999972257,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04999999999818336,,,,,,,,,,,,,,,,,
2008-01-31,,,,,,,,0.04999999999792478,,0.049999999998481495,,,,,,-0.04999999999227845,,,,,-0.0499999999996842,-0.049999999999426836,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.049999999999816074,,,,,,0.049999999995257095,,,,,,,,,,,,,,,,,0.04999999998040449,,,0.049999999996808056,,,,,,,,,,,,,,,,,,,,,0.049999999997080824,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04999999999982612,,,,,,,,,,,0.04999999997387496,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04999999999976575,,,,,0.04999999999903686,,,-0.04999999998581636,,,,,,,,0.0499999999997028,,,,,,,,,,,,,,,,,,,,,,,,,0.04999999998147758,,,,,,,-0.04999999999848268,,,,,,,,,,,,,,,,,,0.04999999999972257,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04999999999818336,,,,,,,,,,,,,,,,,
2008-02-01,,,,,,,,0.04999999999792478,,0.049999999998481495,,,,,,-0.04999999999227845,,,,,-0.0499999999996842,-0.049999999999426836,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.049999999999816074,,,,,,0.049999999995257095,,,,,,,,,,,,,,,,,0.04999999998040449,,,0.049999999996808056,,,,,,,,,,,,,,,,,,,,,0.049999999997080824,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04999999999982612,,,,,,,,,,,0.04999999997387496,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04999999999976575,,,,,0.04999999999903686,,,-0.04999999998581636,,,,,,,,0.0499999999997028,,,,,,,,,,,,,,,,,,,,,,,,,0.04999999998147758,,,,,,,-0.04999999999848268,,,,,,,,,,,,,,,,,,0.04999999999972257,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04999999999818336,,,,,,,,,,,,,,,,,
2008-02-04,,,,,,,,0.04999999999792478,,0.049999999998481495,,,,,,-0.04999999999227845,,,,,-0.0499999999996842,-0.049999999999426836,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.049999999999816074,,,,,,0.049999999995257095,,,,,,,,,,,,,,,,,0.04999999998040449,,,0.049999999996808056,,,,,,,,,,,,,,,,,,,,,0.049999999997080824,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04999999999982612,,,,,,,,,,,0.04999999997387496,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04999999999976575,,,,,0.04999999999903686,,,-0.04999999998581636,,,,,,,,0.0499999999997028,,,,,,,,,,,,,,,,,,,,,,,,,0.04999999998147758,,,,,,,-0.04999999999848268,,,,,,,,,,,,,,,,,,0.04999999999972257,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04999999999818336,,,,,,,,,,,,,,,,,
2008-02-05,,,,,,,,0.04999999999792478,,0.049999999998481495,,,,,,-0.04999999999227845,,,,,-0.0499999999996842,-0.049999999999426836,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.049999999999816074,,,,,,0.049999999995257095,,,,,,,,,,,,,,,,,0.04999999998040449,,,0.049999999996808056,,,,,,,,,,,,,,,,,,,,,0.049999999997080824,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04999999999982612,,,,,,,,,,,0.04999999997387496,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04999999999976575,,,,,0.04999999999903686,,,-0.04999999998581636,,,,,,,,0.0499999999997028,,,,,,,,,,,,,,,,,,,,,,,,,0.04999999998147758,,,,,,,-0.04999999999848268,,,,,,,,,,,,,,,,,,0.04999999999972257,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04999999999818336,,,,,,,,,,,,,,,,,
2008-02-06,,,,,,,,0.04999999999792478,,0.049999999998481495,,,,,,-0.04999999999227845,,,,,-0.0499999999996842,-0.049999999999426836,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.049999999999816074,,,,,,0.049999999995257095,,,,,,,,,,,,,,,,,0.04999999998040449,,,0.049999999996808056,,,,,,,,,,,,,,,,,,,,,0.049999999997080824,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04999999999982612,,,,,,,,,,,0.04999999997387496,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04999999999976575,,,,,0.04999999999903686,,,-0.04999999998581636,,,,,,,,0.0499999999997028,,,,,,,,,,,,,,,,,,,,,,,,,0.04999999998147758,,,,,,,-0.04999999999848268,,,,,,,,,,,,,,,,,,0.04999999999972257,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04999999999818336,,,,,,,,,,,,,,,,,
2008-02-07,,,,,,,,0.04999999999792478,,0.049999999998481495,,,,,,-0.04999999999227845,,,,,-0.0499999999996842,-0.049999999999426836,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.049999999999816074,,,,,,0.049999999995257095,,,,,,,,,,,,,,,,,0.04999999998040449,,,0.049999999996808056,,,,,,,,,,,,,,,,,,,,,0.049999999997080824,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04999999999982612,,,,,,,,,,,0.04999999997387496,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04999999999976575,,,,,0.04999999999903686,,,-0.04999999998581636,,,,,,,,0.0499999999997028,,,,,,,,,,,,,,,,,,,,,,,,,0.04999999998147758,,,,,,,-0.04999999999848268,,,,,,,,,,,,,,,,,,0.04999999999972257,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04999999999818336,,,,,,,,,,,,,,,,,
2008-02-08,,,,,,,,0.04999999999792478,,0.049999999998481495,,,,,,-0.04999999999227845,,,,,-0.0499999999996842,-0.049999999999426836,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.049999999999816074,,,,,,0.049999999995257095,,,,,,,,,,,,,,,,,0.04999999998040449,,,0.049999999996808056,,,,,,,,,,,,,,,,,,,,,0.049999999997080824,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04999999999982612,,,,,,,,,,,0.04999999997387496,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04999999999976575,,,,,0.04999999999903686,,,-0.04999999998581636,,,,,,,,0.0499999999997028,,,,,,,,,,,,,,,,,,,,,,,,,0.04999999998147758,,,,,,,-0.04999999999848268,,,,,,,,,,,,,,,,,,0.04999999999972257,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04999999999818336,,,,,,,,,,,,,,,,,
2008-02-11,,,,,,,,0.04999999999792478,,0.049999999998481495,,,,,,-0.04999999999227845,,,,,-0.0499999999996842,-0.049999999999426836,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.049999999999816074,,,,,,0.049999999995257095,,,,,,,,,,,,,,,,,0.04999999998040449,,,0.049999999996808056,,,,,,,,,,,,,,,,,,,,,0.049999999997080824,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04999999999982612,,,,,,,,,,,0.04999999997387496,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04999999999976575,,,,,0.04999999999903686,,,-0.04999999998581636,,,,,,,,0.0499999999997028,,,,,,,,,,,,,,,,,,,,,,,,,0.04999999998147758,,,,,,,-0.04999999999848268,,,,,,,,,,,,,,,,,,0.04999999999972257,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04999999999818336,,,,,,,,,,,,,,,,,
2008-02-12,,,,,,,,0.04999999999792478,,0.049999999998481495,,,,,,-0.04999999999227845,,,,,-0.0499999999996842,-0.049999999999426836,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.049999999999816074,,,,,,0.049999999995257095,,,,,,,,,,,,,,,,,0.04999999998040449,,,0.049999999996808056,,,,,,,,,,,,,,,,,,,,,0.049999999997080824,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04999999999982612,,,,,,,,,,,0.04999999997387496,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04999999999976575,,,,,0.04999999999903686,,,-0.04999999998581636,,,,,,,,0.0499999999997028,,,,,,,,,,,,,,,,,,,,,,,,,0.04999999998147758,,,,,,,-0.04999999999848268,,,,,,,,,,,,,,,,,,0.04999999999972257,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04999999999818336,,,,,,,,,,,,,,,,,
2008-02-13,,,,,,,,0.04999999999792478,,0.049999999998481495,,,,,,-0.04999999999227845,,,,,-0.0499999999996842,-0.049999999999426836,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.049999999999816074,,,,,,0.049999999995257095,,,,,,,,,,,,,,,,,0.04999999998040449,,,0.049999999996808056,,,,,,,,,,,,,,,,,,,,,0.049999999997080824,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04999999999982612,,,,,,,,,,,0.04999999997387496,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04999999999976575,,,,,0.04999999999903686,,,-0.04999999998581636,,,,,,,,0.0499999999997028,,,,,,,,,,,,,,,,,,,,,,,,,0.04999999998147758,,,,,,,-0.04999999999848268,,,,,,,,,,,,,,,,,,0.04999999999972257,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04999999999818336,,,,,,,,,,,,,,,,,
2008-02-14,,,,,,,,0.04999999999792478,,0.049999999998481495,,,,,,-0.04999999999227845,,,,,-0.0499999999996842,-0.049999999999426836,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.049999999999816074,,,,,,0.049999999995257095,,,,,,,,,,,,,,,,,0.04999999998040449,,,0.049999999996808056,,,,,,,,,,,,,,,,,,,,,0.049999999997080824,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04999999999982612,,,,,,,,,,,0.04999999997387496,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04999999999976575,,,,,0.04999999999903686,,,-0.04999999998581636,,,,,,,,0.0499999999997028,,,,,,,,,,,,,,,,,,,,,,,,,0.04999999998147758,,,,,,,-0.04999999999848268,,,,,,,,,,,,,,,,,,0.04999999999972257,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04999999999818336,,,,,,,,,,,,,,,,,
2008-02-15,,,,,,,,0.04999999999792478,,0.049999999998481495,,,,,,-0.04999999999227845,,,,,-0.0499999999996842,-0.049999999999426836,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.049999999999816074,,,,,,0.049999999995257095,,,,,,,,,,,,,,,,,0.04999999998040449,,,0.049999999996808056,,,,,,,,,,,,,,,,,,,,,0.049999999997080824,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04999999999982612,,,,,,,,,,,0.04999999997387496,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04999999999976575,,,,,0.04999999999903686,,,-0.04999999998581636,,,,,,,,0.0499999999997028,,,,,,,,,,,,,,,,,,,,,,,,,0.04999999998147758,,,,,,,-0.04999999999848268,,,,,,,,,,,,,,,,,,0.04999999999972257,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04999999999818336,,,,,,,,,,,,,,,,,
2008-02-19,,,,,,,,0.04999999999792478,,0.049999999998481495,,,,,,-0.04999999999227845,,,,,-0.0499999999996842,-0.049999999999426836,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.049999999999816074,,,,,,0.049999999995257095,,,,,,,,,,,,,,,,,0.04999999998040449,,,0.049999999996808056,,,,,,,,,,,,,,,,,,,,,0.049999999997080824,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04999999999982612,,,,,,,,,,,0.04999999997387496,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04999999999976575,,,,,0.04999999999903686,,,-0.04999999998581636,,,,,,,,0.0499999999997028,,,,,,,,,,,,,,,,,,,,,,,,,0.04999999998147758,,,,,,,-0.04999999999848268,,,,,,,,,,,,,,,,,,0.04999999999972257,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04999999999818336,,,,,,,,,,,,,,,,,
2008-02-20,,,,,,,,0.04999999999792478,,0.049999999998481495,,,,,,-0.04999999999227845,,,,,-0.0499999999996842,-0.049999999999426836,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.049999999999816074,,,,,,0.049999999995257095,,,,,,,,,,,,,,,,,0.04999999998040449,,,0.049999999996808056,,,,,,,,,,,,,,,,,,,,,0.049999999997080824,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04999999999982612,,,,,,,,,,,0.04999999997387496,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04999999999976575,,,,,0.04999999999903686,,,-0.04999999998581636,,,,,,,,0.0499999999997028,,,,,,,,,,,,,,,,,,,,,,,,,0.04999999998147758,,,,,,,-0.04999999999848268,,,,,,,,,,,,,,,,,,0.04999999999972257,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04999999999818336,,,,,,,,,,,,,,,,,
2008-02-21,,,,,,,,0.04999999999792478,,0.049999999998481495,,,,,,-0.04999999999227845,,,,,-0.0499999999996842,-0.049999999999426836,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.049999999999816074,,,,,,0.049999999995257095,,,,,,,,,,,,,,,,,0.04999999998040449,,,0.049999999996808056,,,,,,,,,,,,,,,,,,,,,0.049999999997080824,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04999999999982612,,,,,,,,,,,0.04999999997387496,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04999999999976575,,,,,0.04999999999903686,,,-0.04999999998581636,,,,,,,,0.0499999999997028,,,,,,,,,,,,,,,,,,,,,,,,,0.04999999998147758,,,,,,,-0.04999999999848268,,,,,,,,,,,,,,,,,,0.04999999999972257,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04999999999818336,,,,,,,,,,,,,,,,,
2008-02-22,,,,,,,,0.04999999999792478,,0.049999999998481495,,,,,,-0.04999999999227845,,,,,-0.0499999999996842,-0.049999999999426836,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.049999999999816074,,,,,,0.049999999995257095,,,,,,,,,,,,,,,,,0.04999999998040449,,,0.049999999996808056,,,,,,,,,,,,,,,,,,,,,0.049999999997080824,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04999999999982612,,,,,,,,,,,0.04999999997387496,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04999999999976575,,,,,0.04999999999903686,,,-0.04999999998581636,,,,,,,,0.0499999999997028,,,,,,,,,,,,,,,,,,,,,,,,,0.04999999998147758,,,,,,,-0.04999999999848268,,,,,,,,,,,,,,,,,,0.04999999999972257,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04999999999818336,,,,,,,,,,,,,,,,,
2008-02-25,,,,,,,,0.04999999999792478,,0.049999999998481495,,,,,,-0.04999999999227845,,,,,-0.0499999999996842,-0.049999999999426836,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.049999999999816074,,,,,,0.049999999995257095,,,,,,,,,,,,,,,,,0.04999999998040449,,,0.049999999996808056,,,,,,,,,,,,,,,,,,,,,0.049999999997080824,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04999999999982612,,,,,,,,,,,0.04999999997387496,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04999999999976575,,,,,0.04999999999903686,,,-0.04999999998581636,,,,,,,,0.0499999999997028,,,,,,,,,,,,,,,,,,,,,,,,,0.04999999998147758,,,,,,,-0.04999999999848268,,,,,,,,,,,,,,,,,,0.04999999999972257,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04999999999818336,,,,,,,,,,,,,,,,,
2008-02-26,,,,,,,,0.04999999999792478,,0.049999999998481495,,,,,,-0.04999999999227845,,,,,-0.0499999999996842,-0.049999999999426836,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.049999999999816074,,,,,,0.049999999995257095,,,,,,,,,,,,,,,,,0.04999999998040449,,,0.049999999996808056,,,,,,,,,,,,,,,,,,,,,0.049999999997080824,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04999999999982612,,,,,,,,,,,0.04999999997387496,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04999999999976575,,,,,0.04999999999903686,,,-0.04999999998581636,,,,,,,,0.0499999999997028,,,,,,,,,,,,,,,,,,,,,,,,,0.04999999998147758,,,,,,,-0.04999999999848268,,,,,,,,,,,,,,,,,,0.04999999999972257,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04999999999818336,,,,,,,,,,,,,,,,,
2008-02-27,,,,,,,,0.04999999999792478,,0.049999999998481495,,,,,,-0.04999999999227845,,,,,-0.0499999999996842,-0.049999999999426836,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.049999999999816074,,,,,,0.049999999995257095,,,,,,,,,,,,,,,,,0.04999999998040449,,,0.049999999996808056,,,,,,,,,,,,,,,,,,,,,0.049999999997080824,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04999999999982612,,,,,,,,,,,0.04999999997387496,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04999999999976575,,,,,0.04999999999903686,,,-0.04999999998581636,,,,,,,,0.0499999999997028,,,,,,,,,,,,,,,,,,,,,,,,,0.04999999998147758,,,,,,,-0.04999999999848268,,,,,,,,,,,,,,,,,,0.04999999999972257,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04999999999818336,,,,,,,,,,,,,,,,,
2008-02-28,,,,,,,,0.04999999999792478,,0.049999999998481495,,,,,,-0.04999999999227845,,,,,-0.0499999999996842,-0.049999999999426836,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.049999999999816074,,,,,,0.049999999995257095,,,,,,,,,,,,,,,,,0.04999999998040449,,,0.049999999996808056,,,,,,,,,,,,,,,,,,,,,0.049999999997080824,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04999999999982612,,,,,,,,,,,0.04999999997387496,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04999999999976575,,,,,0.04999999999903686,,,-0.04999999998581636,,,,,,,,0.0499999999997028,,,,,,,,,,,,,,,,,,,,,,,,,0.04999999998147758,,,,,,,-0.04999999999848268,,,,,,,,,,,,,,,,,,0.04999999999972257,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04999999999818336,,,,,,,,,,,,,,,,,
