Date,A,AAL,AAP,AAPL,ABBV,ABC,ADBE,ADI,ADM,ADP,ADS,ADSK,AEE,AFL,AGN,AIG,AIV,AIZ,AJG,AKAM,ALB,ALGN,ALK,ALL,ALLE,ALXN,AMAT,AMD,AMG,AMT,AMZN,ANDV,ANSS,ANTM,AON,APA,APC,APD,APTV,ARE,ARNC,ATVI,AVB,AVGO,AVY,AWK,AYI,AZO,BA,BAC,BAX,BBY,BEN,BHF,BHGE,BIIB,BLL,BMY,BXP,CAG,CBOE,CBS,CCI,CCL,CERN,CF,CFG,CHD,CHRW,CHTR,CI,CL,CLX,CMA,CME,CMG,CMS,CNC,CNP,COG,COL,COO,COP,COTY,CPB,CRM,CSCO,CSX,CTL,CTXS,CVS,CVX,CXO,D,DAL,DE,DFS,DG,DGX,DISH,DLR,DLTR,DRE,DRI,DUK,DVA,DVN,DWDP,DXC,EA,EBAY,ED,EFX,EIX,EL,EMN,EQIX,EQT,ES,ESRX,ESS,ETFC,ETR,EVHC,EW,EXC,EXPD,EXPE,EXR,F,FB,FBHS,FCX,FDX,FE,FFIV,FIS,FITB,FL,FLIR,FMC,FOX,FOXA,FTI,FTV,GD,GE,GGP,GILD,GIS,GM,GOOG,GOOGL,GPN,GPS,GRMN,GS,GT,GWW,HAL,HAS,HBAN,HBI,HCA,HCP,HD,HES,HIG,HII,HLT,HOG,HOLX,HP,HPE,HPQ,HRB,HRL,HRS,HSY,HUM,IBM,IDXX,ILMN,INCY,INFO,INTC,IPGP,IQV,IRM,ISRG,JBHT,JCI,JEC,JNJ,JNPR,JPM,JWN,K,KEY,KHC,KLAC,KMB,KMI,KMX,KO,KORS,KR,KSS,KSU,LB,LEG,LEN,LKQ,LLL,LLY,LMT,LNC,LOW,LUV,LYB,M,MA,MAA,MAC,MAR,MAS,MAT,MCD,MCK,MCO,MGM,MKC,MLM,MNST,MO,MON,MOS,MPC,MRK,MRO,MS,MSFT,MSI,MTD,MU,MYL,NAVI,NCLH,NDAQ,NEE,NEM,NFLX,NFX,NI,NKE,NKTR,NLSN,NOV,NRG,NTAP,NVDA,NWL,NWS,NWSA,O,OKE,ORCL,ORLY,OXY,PBCT,PCG,PEG,PFE,PFG,PGR,PHM,PKG,PKI,PM,PNC,PNR,PPL,PRGO,PSX,PVH,PWR,PXD,PYPL,QCOM,QRVO,RCL,RE,REGN,RF,RHI,RHT,RL,RMD,ROK,ROST,RSG,SBAC,SCG,SEE,SHW,SJM,SO,SPG,SPGI,SRCL,STT,STX,STZ,SWK,SWKS,SYF,SYK,SYMC,SYY,T,TAP,TDG,TGT,TIF,TJX,TRIP,TRV,TSCO,TSN,TSS,TTWO,TWX,TXN,TXT,UA,UAL,ULTA,UNH,UPS,URI,V,VFC,VIAB,VLO,VMC,VRSK,VRSN,VRTX,VTR,VZ,WAT,WBA,WDC,WEC,WHR,WLTW,WM,WMB,WMT,WRK,WU,WYNN,XEC,XEL,XRAY,XRX,XYL,YUM,ZION,ZTS
2008-01-28,,,,,,,,,0.049999999999019225,,0.0499999999993857,,,,,,,,,,,-0.0499999999904324,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.049999999999409905,,,0.049999999998536014,,,,,,,,,,,,,,,,0.049999999998561556,,,,0.04999999999871412,,,,,,,,,,,,,,,,,,,,,,0.049999999998700584,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.049999999999906994,,,,,,,,,,,0.04999999999639472,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.049999999999892575,,,,0.04999999997604504,,0.04999999999959895,,,,,,,,,,,,0.049999999999881445,,,,,,,,,,,,,,,,,,,,,,,,0.0499999999986001,,,,,,,,0.04999999999675065,,,,,,,,,,,,,,,,0.04999999999988405,,,,,,,,,,,,,,,,,0.04999999999024762,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.049999999997303854,,,,,,,,,,,,,,,,,,,0.04999999999933015,,,,,,,,,,,,,,,,,,,,,
2008-01-29,,,,,,,,,0.049999999999019225,,0.0499999999993857,,,,,,,,,,,-0.0499999999904324,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.049999999999409905,,,0.049999999998536014,,,,,,,,,,,,,,,,0.049999999998561556,,,,0.04999999999871412,,,,,,,,,,,,,,,,,,,,,,0.049999999998700584,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.049999999999906994,,,,,,,,,,,0.04999999999639472,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.049999999999892575,,,,0.04999999997604504,,0.04999999999959895,,,,,,,,,,,,0.049999999999881445,,,,,,,,,,,,,,,,,,,,,,,,0.0499999999986001,,,,,,,,0.04999999999675065,,,,,,,,,,,,,,,,0.04999999999988405,,,,,,,,,,,,,,,,,0.04999999999024762,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.049999999997303854,,,,,,,,,,,,,,,,,,,0.04999999999933015,,,,,,,,,,,,,,,,,,,,,
2008-01-30,,,,,,,,,0.049999999999019225,,0.0499999999993857,,,,,,,,,,,-0.0499999999904324,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.049999999999409905,,,0.049999999998536014,,,,,,,,,,,,,,,,0.049999999998561556,,,,0.04999999999871412,,,,,,,,,,,,,,,,,,,,,,0.049999999998700584,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.049999999999906994,,,,,,,,,,,0.04999999999639472,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.049999999999892575,,,,0.04999999997604504,,0.04999999999959895,,,,,,,,,,,,0.049999999999881445,,,,,,,,,,,,,,,,,,,,,,,,0.0499999999986001,,,,,,,,0.04999999999675065,,,,,,,,,,,,,,,,0.04999999999988405,,,,,,,,,,,,,,,,,0.04999999999024762,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.049999999997303854,,,,,,,,,,,,,,,,,,,0.04999999999933015,,,,,,,,,,,,,,,,,,,,,
2008-01-31,,,,,,,,,0.049999999999019225,,0.0499999999993857,,,,,,,,,,,-0.0499999999904324,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.049999999999409905,,,0.049999999998536014,,,,,,,,,,,,,,,,0.049999999998561556,,,,0.04999999999871412,,,,,,,,,,,,,,,,,,,,,,0.049999999998700584,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.049999999999906994,,,,,,,,,,,0.04999999999639472,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.049999999999892575,,,,0.04999999997604504,,0.04999999999959895,,,,,,,,,,,,0.049999999999881445,,,,,,,,,,,,,,,,,,,,,,,,0.0499999999986001,,,,,,,,0.04999999999675065,,,,,,,,,,,,,,,,0.04999999999988405,,,,,,,,,,,,,,,,,0.04999999999024762,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.049999999997303854,,,,,,,,,,,,,,,,,,,0.04999999999933015,,,,,,,,,,,,,,,,,,,,,
2008-02-01,,,,,,,,,0.049999999999019225,,0.0499999999993857,,,,,,,,,,,-0.0499999999904324,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.049999999999409905,,,0.049999999998536014,,,,,,,,,,,,,,,,0.049999999998561556,,,,0.04999999999871412,,,,,,,,,,,,,,,,,,,,,,0.049999999998700584,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.049999999999906994,,,,,,,,,,,0.04999999999639472,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.049999999999892575,,,,0.04999999997604504,,0.04999999999959895,,,,,,,,,,,,0.049999999999881445,,,,,,,,,,,,,,,,,,,,,,,,0.0499999999986001,,,,,,,,0.04999999999675065,,,,,,,,,,,,,,,,0.04999999999988405,,,,,,,,,,,,,,,,,0.04999999999024762,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.049999999997303854,,,,,,,,,,,,,,,,,,,0.04999999999933015,,,,,,,,,,,,,,,,,,,,,
2008-02-04,,,,,,,,,0.049999999999019225,,0.0499999999993857,,,,,,,,,,,-0.0499999999904324,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.049999999999409905,,,0.049999999998536014,,,,,,,,,,,,,,,,0.049999999998561556,,,,0.04999999999871412,,,,,,,,,,,,,,,,,,,,,,0.049999999998700584,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.049999999999906994,,,,,,,,,,,0.04999999999639472,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.049999999999892575,,,,0.04999999997604504,,0.04999999999959895,,,,,,,,,,,,0.049999999999881445,,,,,,,,,,,,,,,,,,,,,,,,0.0499999999986001,,,,,,,,0.04999999999675065,,,,,,,,,,,,,,,,0.04999999999988405,,,,,,,,,,,,,,,,,0.04999999999024762,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.049999999997303854,,,,,,,,,,,,,,,,,,,0.04999999999933015,,,,,,,,,,,,,,,,,,,,,
2008-02-05,,,,,,,,,0.049999999999019225,,0.0499999999993857,,,,,,,,,,,-0.0499999999904324,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.049999999999409905,,,0.049999999998536014,,,,,,,,,,,,,,,,0.049999999998561556,,,,0.04999999999871412,,,,,,,,,,,,,,,,,,,,,,0.049999999998700584,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.049999999999906994,,,,,,,,,,,0.04999999999639472,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.049999999999892575,,,,0.04999999997604504,,0.04999999999959895,,,,,,,,,,,,0.049999999999881445,,,,,,,,,,,,,,,,,,,,,,,,0.0499999999986001,,,,,,,,0.04999999999675065,,,,,,,,,,,,,,,,0.04999999999988405,,,,,,,,,,,,,,,,,0.04999999999024762,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.049999999997303854,,,,,,,,,,,,,,,,,,,0.04999999999933015,,,,,,,,,,,,,,,,,,,,,
2008-02-06,,,,,,,,,0.049999999999019225,,0.0499999999993857,,,,,,,,,,,-0.0499999999904324,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.049999999999409905,,,0.049999999998536014,,,,,,,,,,,,,,,,0.049999999998561556,,,,0.04999999999871412,,,,,,,,,,,,,,,,,,,,,,0.049999999998700584,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.049999999999906994,,,,,,,,,,,0.04999999999639472,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.049999999999892575,,,,0.04999999997604504,,0.04999999999959895,,,,,,,,,,,,0.049999999999881445,,,,,,,,,,,,,,,,,,,,,,,,0.0499999999986001,,,,,,,,0.04999999999675065,,,,,,,,,,,,,,,,0.04999999999988405,,,,,,,,,,,,,,,,,0.04999999999024762,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.049999999997303854,,,,,,,,,,,,,,,,,,,0.04999999999933015,,,,,,,,,,,,,,,,,,,,,
2008-02-07,,,,,,,,,0.049999999999019225,,0.0499999999993857,,,,,,,,,,,-0.0499999999904324,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.049999999999409905,,,0.049999999998536014,,,,,,,,,,,,,,,,0.049999999998561556,,,,0.04999999999871412,,,,,,,,,,,,,,,,,,,,,,0.049999999998700584,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.049999999999906994,,,,,,,,,,,0.04999999999639472,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.049999999999892575,,,,0.04999999997604504,,0.04999999999959895,,,,,,,,,,,,0.049999999999881445,,,,,,,,,,,,,,,,,,,,,,,,0.0499999999986001,,,,,,,,0.04999999999675065,,,,,,,,,,,,,,,,0.04999999999988405,,,,,,,,,,,,,,,,,0.04999999999024762,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.049999999997303854,,,,,,,,,,,,,,,,,,,0.04999999999933015,,,,,,,,,,,,,,,,,,,,,
2008-02-08,,,,,,,,,0.049999999999019225,,0.0499999999993857,,,,,,,,,,,-0.0499999999904324,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.049999999999409905,,,0.049999999998536014,,,,,,,,,,,,,,,,0.049999999998561556,,,,0.04999999999871412,,,,,,,,,,,,,,,,,,,,,,0.049999999998700584,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.049999999999906994,,,,,,,,,,,0.04999999999639472,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.049999999999892575,,,,0.04999999997604504,,0.04999999999959895,,,,,,,,,,,,0.049999999999881445,,,,,,,,,,,,,,,,,,,,,,,,0.0499999999986001,,,,,,,,0.04999999999675065,,,,,,,,,,,,,,,,0.04999999999988405,,,,,,,,,,,,,,,,,0.04999999999024762,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.049999999997303854,,,,,,,,,,,,,,,,,,,0.04999999999933015,,,,,,,,,,,,,,,,,,,,,
2008-02-11,,,,,,,,,0.049999999999019225,,0.0499999999993857,,,,,,,,,,,-0.0499999999904324,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.049999999999409905,,,0.049999999998536014,,,,,,,,,,,,,,,,0.049999999998561556,,,,0.04999999999871412,,,,,,,,,,,,,,,,,,,,,,0.049999999998700584,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.049999999999906994,,,,,,,,,,,0.04999999999639472,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.049999999999892575,,,,0.04999999997604504,,0.04999999999959895,,,,,,,,,,,,0.049999999999881445,,,,,,,,,,,,,,,,,,,,,,,,0.0499999999986001,,,,,,,,0.04999999999675065,,,,,,,,,,,,,,,,0.04999999999988405,,,,,,,,,,,,,,,,,0.04999999999024762,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.049999999997303854,,,,,,,,,,,,,,,,,,,0.04999999999933015,,,,,,,,,,,,,,,,,,,,,
2008-02-12,,,,,,,,,0.049999999999019225,,0.0499999999993857,,,,,,,,,,,-0.0499999999904324,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.049999999999409905,,,0.049999999998536014,,,,,,,,,,,,,,,,0.049999999998561556,,,,0.04999999999871412,,,,,,,,,,,,,,,,,,,,,,0.049999999998700584,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.049999999999906994,,,,,,,,,,,0.04999999999639472,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.049999999999892575,,,,0.04999999997604504,,0.04999999999959895,,,,,,,,,,,,0.049999999999881445,,,,,,,,,,,,,,,,,,,,,,,,0.0499999999986001,,,,,,,,0.04999999999675065,,,,,,,,,,,,,,,,0.04999999999988405,,,,,,,,,,,,,,,,,0.04999999999024762,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.049999999997303854,,,,,,,,,,,,,,,,,,,0.04999999999933015,,,,,,,,,,,,,,,,,,,,,
2008-02-13,,,,,,,,,0.049999999999019225,,0.0499999999993857,,,,,,,,,,,-0.0499999999904324,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.049999999999409905,,,0.049999999998536014,,,,,,,,,,,,,,,,0.049999999998561556,,,,0.04999999999871412,,,,,,,,,,,,,,,,,,,,,,0.049999999998700584,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.049999999999906994,,,,,,,,,,,0.04999999999639472,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.049999999999892575,,,,0.04999999997604504,,0.04999999999959895,,,,,,,,,,,,0.049999999999881445,,,,,,,,,,,,,,,,,,,,,,,,0.0499999999986001,,,,,,,,0.04999999999675065,,,,,,,,,,,,,,,,0.04999999999988405,,,,,,,,,,,,,,,,,0.04999999999024762,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.049999999997303854,,,,,,,,,,,,,,,,,,,0.04999999999933015,,,,,,,,,,,,,,,,,,,,,
2008-02-14,,,,,,,,,0.049999999999019225,,0.0499999999993857,,,,,,,,,,,-0.0499999999904324,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.049999999999409905,,,0.049999999998536014,,,,,,,,,,,,,,,,0.049999999998561556,,,,0.04999999999871412,,,,,,,,,,,,,,,,,,,,,,0.049999999998700584,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.049999999999906994,,,,,,,,,,,0.04999999999639472,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.049999999999892575,,,,0.04999999997604504,,0.04999999999959895,,,,,,,,,,,,0.049999999999881445,,,,,,,,,,,,,,,,,,,,,,,,0.0499999999986001,,,,,,,,0.04999999999675065,,,,,,,,,,,,,,,,0.04999999999988405,,,,,,,,,,,,,,,,,0.04999999999024762,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.049999999997303854,,,,,,,,,,,,,,,,,,,0.04999999999933015,,,,,,,,,,,,,,,,,,,,,
2008-02-15,,,,,,,,,0.049999999999019225,,0.0499999999993857,,,,,,,,,,,-0.0499999999904324,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.049999999999409905,,,0.049999999998536014,,,,,,,,,,,,,,,,0.049999999998561556,,,,0.04999999999871412,,,,,,,,,,,,,,,,,,,,,,0.049999999998700584,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.049999999999906994,,,,,,,,,,,0.04999999999639472,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.049999999999892575,,,,0.04999999997604504,,0.04999999999959895,,,,,,,,,,,,0.049999999999881445,,,,,,,,,,,,,,,,,,,,,,,,0.0499999999986001,,,,,,,,0.04999999999675065,,,,,,,,,,,,,,,,0.04999999999988405,,,,,,,,,,,,,,,,,0.04999999999024762,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.049999999997303854,,,,,,,,,,,,,,,,,,,0.04999999999933015,,,,,,,,,,,,,,,,,,,,,
2008-02-19,,,,,,,,,0.049999999999019225,,0.0499999999993857,,,,,,,,,,,-0.0499999999904324,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.049999999999409905,,,0.049999999998536014,,,,,,,,,,,,,,,,0.049999999998561556,,,,0.04999999999871412,,,,,,,,,,,,,,,,,,,,,,0.049999999998700584,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.049999999999906994,,,,,,,,,,,0.04999999999639472,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.049999999999892575,,,,0.04999999997604504,,0.04999999999959895,,,,,,,,,,,,0.049999999999881445,,,,,,,,,,,,,,,,,,,,,,,,0.0499999999986001,,,,,,,,0.04999999999675065,,,,,,,,,,,,,,,,0.04999999999988405,,,,,,,,,,,,,,,,,0.04999999999024762,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.049999999997303854,,,,,,,,,,,,,,,,,,,0.04999999999933015,,,,,,,,,,,,,,,,,,,,,
2008-02-20,,,,,,,,,0.049999999999019225,,0.0499999999993857,,,,,,,,,,,-0.0499999999904324,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.049999999999409905,,,0.049999999998536014,,,,,,,,,,,,,,,,0.049999999998561556,,,,0.04999999999871412,,,,,,,,,,,,,,,,,,,,,,0.049999999998700584,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.049999999999906994,,,,,,,,,,,0.04999999999639472,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.049999999999892575,,,,0.04999999997604504,,0.04999999999959895,,,,,,,,,,,,0.049999999999881445,,,,,,,,,,,,,,,,,,,,,,,,0.0499999999986001,,,,,,,,0.04999999999675065,,,,,,,,,,,,,,,,0.04999999999988405,,,,,,,,,,,,,,,,,0.04999999999024762,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.049999999997303854,,,,,,,,,,,,,,,,,,,0.04999999999933015,,,,,,,,,,,,,,,,,,,,,
2008-02-21,,,,,,,,,0.049999999999019225,,0.0499999999993857,,,,,,,,,,,-0.0499999999904324,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.049999999999409905,,,0.049999999998536014,,,,,,,,,,,,,,,,0.049999999998561556,,,,0.04999999999871412,,,,,,,,,,,,,,,,,,,,,,0.049999999998700584,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.049999999999906994,,,,,,,,,,,0.04999999999639472,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.049999999999892575,,,,0.04999999997604504,,0.04999999999959895,,,,,,,,,,,,0.049999999999881445,,,,,,,,,,,,,,,,,,,,,,,,0.0499999999986001,,,,,,,,0.04999999999675065,,,,,,,,,,,,,,,,0.04999999999988405,,,,,,,,,,,,,,,,,0.04999999999024762,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.049999999997303854,,,,,,,,,,,,,,,,,,,0.04999999999933015,,,,,,,,,,,,,,,,,,,,,
2008-02-22,,,,,,,,,0.049999999999019225,,0.0499999999993857,,,,,,,,,,,-0.0499999999904324,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.049999999999409905,,,0.049999999998536014,,,,,,,,,,,,,,,,0.049999999998561556,,,,0.04999999999871412,,,,,,,,,,,,,,,,,,,,,,0.049999999998700584,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.049999999999906994,,,,,,,,,,,0.04999999999639472,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.049999999999892575,,,,0.04999999997604504,,0.04999999999959895,,,,,,,,,,,,0.049999999999881445,,,,,,,,,,,,,,,,,,,,,,,,0.0499999999986001,,,,,,,,0.04999999999675065,,,,,,,,,,,,,,,,0.04999999999988405,,,,,,,,,,,,,,,,,0.04999999999024762,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.049999999997303854,,,,,,,,,,,,,,,,,,,0.04999999999933015,,,,,,,,,,,,,,,,,,,,,
2008-02-25,,,,,,,,,0.049999999999019225,,0.0499999999993857,,,,,,,,,,,-0.0499999999904324,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.049999999999409905,,,0.049999999998536014,,,,,,,,,,,,,,,,0.049999999998561556,,,,0.04999999999871412,,,,,,,,,,,,,,,,,,,,,,0.049999999998700584,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.049999999999906994,,,,,,,,,,,0.04999999999639472,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.049999999999892575,,,,0.04999999997604504,,0.04999999999959895,,,,,,,,,,,,0.049999999999881445,,,,,,,,,,,,,,,,,,,,,,,,0.0499999999986001,,,,,,,,0.04999999999675065,,,,,,,,,,,,,,,,0.04999999999988405,,,,,,,,,,,,,,,,,0.04999999999024762,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.049999999997303854,,,,,,,,,,,,,,,,,,,0.04999999999933015,,,,,,,,,,,,,,,,,,,,,
2008-02-26,,,,,,,,,0.049999999999019225,,0.0499999999993857,,,,,,,,,,,-0.0499999999904324,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.049999999999409905,,,0.049999999998536014,,,,,,,,,,,,,,,,0.049999999998561556,,,,0.04999999999871412,,,,,,,,,,,,,,,,,,,,,,0.049999999998700584,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.049999999999906994,,,,,,,,,,,0.04999999999639472,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.049999999999892575,,,,0.04999999997604504,,0.04999999999959895,,,,,,,,,,,,0.049999999999881445,,,,,,,,,,,,,,,,,,,,,,,,0.0499999999986001,,,,,,,,0.04999999999675065,,,,,,,,,,,,,,,,0.04999999999988405,,,,,,,,,,,,,,,,,0.04999999999024762,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.049999999997303854,,,,,,,,,,,,,,,,,,,0.04999999999933015,,,,,,,,,,,,,,,,,,,,,
2008-02-27,,,,,,,,,0.049999999999019225,,0.0499999999993857,,,,,,,,,,,-0.0499999999904324,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.049999999999409905,,,0.049999999998536014,,,,,,,,,,,,,,,,0.049999999998561556,,,,0.04999999999871412,,,,,,,,,,,,,,,,,,,,,,0.049999999998700584,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.049999999999906994,,,,,,,,,,,0.04999999999639472,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.049999999999892575,,,,0.04999999997604504,,0.04999999999959895,,,,,,,,,,,,0.049999999999881445,,,,,,,,,,,,,,,,,,,,,,,,0.0499999999986001,,,,,,,,0.04999999999675065,,,,,,,,,,,,,,,,0.04999999999988405,,,,,,,,,,,,,,,,,0.04999999999024762,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.049999999997303854,,,,,,,,,,,,,,,,,,,0.04999999999933015,,,,,,,,,,,,,,,,,,,,,
2008-02-28,,,,,,,,,0.049999999999019225,,0.0499999999993857,,,,,,,,,,,-0.0499999999904324,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.049999999999409905,,,0.049999999998536014,,,,,,,,,,,,,,,,0.049999999998561556,,,,0.04999999999871412,,,,,,,,,,,,,,,,,,,,,,0.049999999998700584,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.049999999999906994,,,,,,,,,,,0.04999999999639472,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.049999999999892575,,,,0.04999999997604504,,0.04999999999959895,,,,,,,,,,,,0.049999999999881445,,,,,,,,,,,,,,,,,,,,,,,,0.0499999999986001,,,,,,,,0.04999999999675065,,,,,,,,,,,,,,,,0.04999999999988405,,,,,,,,,,,,,,,,,0.04999999999024762,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.049999999997303854,,,,,,,,,,,,,,,,,,,0.04999999999933015,,,,,,,,,,,,,,,,,,,,,
